,timeDerrotado
64716,"[68, 106, 22, 99, 3]"
64717,"[38, 6, 50, 7, 49]"
64718,"[40, 74, 50, 67, 71]"
64719,"[39, 107, 53, 31, 72]"
64720,"[73, 28, 34, 102, 42]"
64721,"[7, 94, 70, 8, 53]"
64722,"[92, 104, 21, 98, 45]"
64723,"[23, 92, 21, 73, 35]"
64724,"[65, 80, 5, 104, 10]"
64725,"[93, 26, 45, 28, 30]"
64726,"[13, 86, 73, 21, 100]"
64727,"[27, 110, 39, 60, 72]"
64728,"[4, 72, 2, 50, 47]"
64729,"[97, 112, 106, 100, 54]"
64730,"[100, 39, 53, 42, 62]"
64731,"[87, 47, 110, 41, 104]"
64732,"[1, 70, 57, 59, 84]"
64733,"[74, 2, 23, 37, 67]"
64734,"[40, 3, 74, 42, 19]"
64735,"[92, 95, 100, 8, 101]"
64736,"[37, 7, 81, 14, 73]"
64737,"[52, 100, 73, 8, 25]"
64738,"[11, 30, 2, 17, 104]"
64739,"[8, 50, 51, 88, 106]"
64740,"[74, 3, 46, 92, 6]"
64741,"[11, 18, 93, 5, 33]"
64742,"[8, 76, 12, 55, 26]"
64743,"[112, 11, 8, 100, 31]"
64744,"[90, 74, 106, 14, 93]"
64745,"[54, 30, 100, 21, 4]"
64746,"[11, 64, 69, 60, 30]"
64747,"[40, 12, 97, 74, 28]"
64748,"[104, 30, 74, 2, 92]"
64749,"[56, 62, 67, 21, 68]"
64750,"[11, 50, 21, 42, 28]"
64751,"[86, 74, 8, 104, 2]"
64752,"[8, 112, 1, 74, 105]"
64753,"[106, 44, 100, 28, 50]"
64754,"[8, 50, 74, 62, 69]"
64755,"[56, 100, 68, 25, 28]"
64756,"[85, 36, 110, 21, 41]"
64757,"[19, 3, 74, 71, 104]"
64758,"[9, 11, 14, 20, 48]"
64759,"[93, 92, 86, 32, 73]"
64760,"[58, 92, 91, 93, 107]"
64761,"[32, 23, 21, 8, 14]"
64762,"[21, 70, 30, 75, 98]"
64763,"[39, 79, 85, 28, 15]"
64764,"[74, 40, 86, 110, 35]"
64765,"[67, 47, 46, 32, 26]"
64766,"[110, 73, 7, 23, 37]"
64767,"[30, 11, 97, 19, 106]"
64768,"[87, 1, 100, 79, 75]"
64769,"[11, 83, 93, 14, 51]"
64770,"[100, 50, 18, 39, 7]"
64771,"[72, 2, 26, 39, 55]"
64772,"[95, 5, 11, 99, 7]"
64773,"[23, 21, 86, 11, 97]"
64774,"[1, 23, 86, 42, 17]"
64775,"[69, 7, 84, 11, 93]"
64776,"[104, 17, 72, 3, 9]"
64777,"[10, 106, 70, 3, 107]"
64778,"[39, 99, 1, 3, 52]"
64779,"[26, 93, 85, 73, 39]"
64780,"[70, 1, 62, 112, 69]"
64781,"[60, 74, 101, 104, 1]"
64782,"[25, 39, 102, 50, 59]"
64783,"[25, 37, 106, 107, 59]"
64784,"[11, 88, 62, 71, 44]"
64785,"[106, 99, 74, 75, 36]"
64786,"[100, 69, 47, 72, 21]"
64787,"[26, 44, 101, 8, 28]"
64788,"[98, 14, 33, 7, 9]"
64789,"[104, 94, 91, 21, 39]"
64790,"[9, 106, 7, 69, 54]"
64791,"[69, 31, 93, 74, 21]"
64792,"[49, 20, 90, 40, 19]"
64793,"[46, 21, 104, 54, 59]"
64794,"[19, 73, 7, 95, 25]"
64795,"[61, 44, 25, 54, 22]"
64796,"[111, 39, 9, 70, 100]"
64797,"[33, 8, 21, 68, 69]"
64798,"[2, 42, 39, 11, 21]"
64799,"[21, 74, 35, 69, 62]"
64800,"[50, 32, 88, 46, 62]"
64801,"[106, 86, 51, 19, 16]"
64802,"[68, 1, 87, 11, 63]"
64803,"[112, 74, 69, 81, 3]"
64804,"[73, 27, 63, 26, 15]"
64805,"[28, 6, 25, 92, 50]"
64806,"[48, 88, 13, 43, 54]"
64807,"[21, 42, 23, 7, 50]"
64808,"[93, 26, 11, 85, 87]"
64809,"[44, 85, 100, 73, 26]"
64810,"[67, 100, 111, 47, 3]"
64811,"[28, 8, 9, 65, 112]"
64812,"[7, 42, 46, 104, 21]"
64813,"[97, 106, 68, 4, 42]"
64814,"[9, 95, 112, 73, 57]"
64815,"[8, 18, 25, 5, 14]"
64816,"[94, 20, 42, 98, 56]"
64817,"[34, 5, 21, 30, 44]"
64818,"[75, 86, 71, 54, 112]"
64819,"[11, 40, 107, 18, 100]"
64820,"[14, 59, 25, 23, 39]"
64821,"[82, 100, 68, 81, 33]"
64822,"[73, 44, 62, 33, 28]"
64823,"[28, 72, 22, 90, 11]"
64824,"[2, 75, 93, 11, 21]"
64825,"[1, 68, 2, 28, 73]"
64826,"[55, 92, 22, 35, 6]"
64827,"[19, 13, 72, 112, 100]"
64828,"[6, 112, 74, 98, 100]"
64829,"[75, 25, 86, 67, 2]"
64830,"[80, 48, 54, 14, 60]"
64831,"[106, 85, 69, 18, 11]"
64832,"[62, 22, 17, 1, 28]"
64833,"[23, 55, 36, 106, 62]"
64834,"[11, 18, 74, 86, 47]"
64835,"[9, 88, 14, 35, 25]"
64836,"[41, 30, 87, 28, 44]"
64837,"[67, 80, 84, 21, 6]"
64838,"[85, 99, 106, 26, 46]"
64839,"[72, 73, 36, 86, 45]"
64840,"[104, 63, 98, 73, 2]"
64841,"[47, 68, 100, 59, 50]"
64842,"[106, 104, 3, 25, 99]"
64843,"[71, 21, 30, 14, 8]"
64844,"[72, 16, 2, 25, 34]"
64845,"[44, 11, 101, 102, 100]"
64846,"[5, 98, 11, 67, 68]"
64847,"[23, 11, 30, 21, 12]"
64848,"[19, 7, 23, 29, 41]"
64849,"[18, 56, 65, 30, 89]"
64850,"[3, 69, 21, 8, 55]"
64851,"[47, 93, 69, 55, 112]"
64852,"[74, 72, 50, 39, 85]"
64853,"[73, 21, 69, 2, 31]"
64854,"[86, 37, 73, 112, 72]"
64855,"[66, 21, 100, 3, 93]"
64856,"[96, 74, 30, 8, 9]"
64857,"[21, 44, 111, 97, 87]"
64858,"[73, 5, 39, 28, 52]"
64859,"[42, 33, 83, 107, 76]"
64860,"[94, 98, 55, 86, 11]"
64861,"[95, 34, 74, 10, 65]"
64862,"[73, 111, 11, 9, 93]"
64863,"[99, 20, 106, 8, 100]"
64864,"[48, 105, 53, 101, 106]"
64865,"[28, 11, 9, 86, 44]"
64866,"[7, 58, 112, 104, 70]"
64867,"[28, 34, 22, 45, 42]"
64868,"[25, 63, 97, 27, 41]"
64869,"[112, 74, 11, 93, 30]"
64870,"[60, 7, 95, 74, 9]"
64871,"[86, 26, 74, 93, 28]"
64872,"[55, 112, 62, 22, 73]"
64873,"[62, 69, 93, 73, 9]"
64874,"[37, 72, 14, 13, 58]"
64875,"[18, 39, 21, 50, 62]"
64876,"[1, 25, 11, 14, 69]"
64877,"[69, 72, 93, 50, 62]"
64878,"[104, 50, 67, 9, 100]"
64879,"[21, 59, 20, 39, 31]"
64880,"[71, 69, 11, 21, 93]"
64881,"[21, 7, 1, 68, 112]"
64882,"[5, 6, 73, 35, 23]"
64883,"[36, 43, 47, 19, 20]"
64884,"[98, 55, 2, 72, 104]"
64885,"[33, 72, 44, 85, 73]"
64886,"[100, 1, 5, 71, 74]"
64887,"[36, 25, 14, 72, 21]"
64888,"[97, 106, 68, 17, 45]"
64889,"[97, 8, 55, 30, 44]"
64890,"[86, 84, 74, 2, 8]"
64891,"[39, 44, 2, 12, 90]"
64892,"[30, 7, 74, 41, 104]"
64893,"[31, 58, 74, 71, 56]"
64894,"[73, 91, 78, 71, 72]"
64895,"[94, 7, 47, 82, 45]"
64896,"[8, 11, 26, 112, 38]"
64897,"[106, 74, 30, 55, 7]"
64898,"[36, 68, 73, 106, 2]"
64899,"[46, 32, 69, 74, 54]"
64900,"[26, 34, 18, 29, 55]"
64901,"[97, 85, 12, 34, 5]"
64902,"[62, 82, 55, 73, 84]"
64903,"[74, 47, 7, 18, 2]"
64904,"[53, 8, 22, 92, 7]"
64905,"[74, 57, 49, 86, 95]"
64906,"[25, 93, 88, 74, 112]"
64907,"[8, 46, 93, 112, 69]"
64908,"[68, 8, 21, 53, 100]"
64909,"[60, 75, 3, 39, 86]"
64910,"[8, 64, 26, 96, 73]"
64911,"[22, 16, 63, 42, 21]"
64912,"[44, 2, 9, 112, 74]"
64913,"[8, 62, 37, 71, 11]"
64914,"[40, 21, 14, 31, 42]"
64915,"[43, 22, 75, 81, 28]"
64916,"[50, 32, 8, 73, 84]"
64917,"[70, 50, 41, 26, 57]"
64918,"[74, 67, 7, 5, 21]"
64919,"[3, 72, 74, 50, 69]"
64920,"[84, 12, 28, 22, 9]"
64921,"[68, 63, 98, 86, 42]"
64922,"[45, 7, 112, 67, 87]"
64923,"[34, 110, 42, 36, 98]"
64924,"[27, 97, 9, 57, 49]"
64925,"[93, 40, 69, 50, 100]"
64926,"[39, 112, 73, 106, 68]"
64927,"[112, 8, 16, 35, 11]"
64928,"[72, 11, 57, 107, 14]"
64929,"[42, 86, 11, 39, 112]"
64930,"[54, 10, 30, 39, 44]"
64931,"[15, 30, 99, 25, 73]"
64932,"[32, 5, 73, 31, 74]"
64933,"[112, 86, 42, 8, 49]"
64934,"[11, 87, 71, 92, 4]"
64935,"[25, 100, 68, 104, 112]"
64936,"[73, 100, 26, 15, 71]"
64937,"[13, 65, 39, 71, 30]"
64938,"[22, 63, 8, 50, 2]"
64939,"[74, 112, 98, 41, 30]"
64940,"[106, 16, 31, 21, 64]"
64941,"[7, 25, 47, 20, 48]"
64942,"[73, 112, 7, 74, 21]"
64943,"[16, 43, 85, 90, 69]"
64944,"[8, 63, 45, 4, 46]"
64945,"[19, 68, 46, 22, 50]"
64946,"[55, 1, 21, 104, 60]"
64947,"[30, 43, 57, 99, 81]"
64948,"[11, 1, 71, 36, 112]"
64949,"[39, 53, 21, 102, 86]"
64950,"[60, 8, 20, 5, 84]"
64951,"[11, 81, 112, 86, 8]"
64952,"[109, 18, 36, 40, 100]"
64953,"[28, 34, 37, 12, 63]"
64954,"[21, 93, 12, 110, 5]"
64955,"[11, 32, 49, 67, 25]"
64956,"[101, 73, 71, 39, 23]"
64957,"[21, 35, 62, 104, 73]"
64958,"[22, 2, 97, 93, 107]"
64959,"[7, 36, 100, 74, 65]"
64960,"[100, 48, 2, 21, 27]"
64961,"[106, 5, 14, 39, 93]"
64962,"[54, 44, 9, 14, 111]"
64963,"[70, 14, 6, 21, 62]"
64964,"[11, 110, 103, 21, 62]"
64965,"[32, 21, 104, 79, 11]"
64966,"[74, 30, 36, 72, 73]"
64967,"[75, 2, 13, 11, 35]"
64968,"[81, 49, 14, 19, 52]"
64969,"[8, 26, 62, 22, 21]"
64970,"[32, 19, 12, 101, 11]"
64971,"[44, 68, 112, 22, 21]"
64972,"[44, 25, 7, 5, 74]"
64973,"[90, 16, 11, 110, 67]"
64974,"[99, 50, 106, 11, 53]"
64975,"[85, 75, 12, 35, 59]"
64976,"[53, 19, 39, 62, 7]"
64977,"[26, 104, 25, 41, 80]"
64978,"[8, 5, 82, 100, 7]"
64979,"[96, 9, 100, 19, 21]"
64980,"[104, 29, 50, 106, 21]"
64981,"[112, 2, 25, 48, 86]"
64982,"[39, 71, 19, 50, 97]"
64983,"[102, 72, 97, 51, 70]"
64984,"[43, 73, 1, 112, 21]"
64985,"[9, 73, 14, 44, 107]"
64986,"[29, 86, 11, 82, 31]"
64987,"[27, 60, 48, 71, 21]"
64988,"[71, 11, 14, 66, 104]"
64989,"[28, 106, 11, 5, 86]"
64990,"[23, 1, 75, 98, 25]"
64991,"[7, 74, 12, 30, 48]"
64992,"[28, 57, 8, 10, 30]"
64993,"[18, 60, 106, 26, 39]"
64994,"[78, 39, 7, 93, 102]"
64995,"[5, 9, 112, 25, 8]"
64996,"[8, 97, 90, 100, 25]"
64997,"[98, 62, 5, 11, 1]"
64998,"[82, 109, 100, 112, 27]"
64999,"[6, 96, 54, 47, 85]"
65000,"[74, 11, 100, 16, 31]"
65001,"[12, 69, 13, 76, 2]"
65002,"[5, 82, 100, 94, 55]"
65003,"[106, 42, 30, 70, 7]"
65004,"[23, 106, 104, 25, 15]"
65005,"[46, 50, 100, 51, 72]"
65006,"[68, 46, 112, 99, 21]"
65007,"[14, 70, 7, 55, 11]"
65008,"[106, 10, 68, 3, 96]"
65009,"[104, 48, 28, 74, 36]"
65010,"[93, 11, 9, 96, 20]"
65011,"[18, 56, 72, 75, 71]"
65012,"[11, 106, 31, 53, 14]"
65013,"[78, 87, 50, 21, 94]"
65014,"[47, 61, 68, 20, 6]"
65015,"[35, 97, 59, 73, 14]"
65016,"[10, 66, 26, 69, 70]"
65017,"[25, 67, 107, 6, 39]"
65018,"[28, 25, 103, 27, 92]"
65019,"[11, 31, 7, 50, 93]"
65020,"[3, 21, 106, 11, 25]"
65021,"[23, 28, 31, 93, 99]"
65022,"[8, 20, 25, 98, 85]"
65023,"[72, 106, 49, 61, 103]"
65024,"[2, 73, 4, 30, 106]"
65025,"[72, 112, 25, 55, 42]"
65026,"[28, 26, 1, 74, 97]"
65027,"[51, 30, 4, 76, 7]"
65028,"[102, 14, 100, 8, 43]"
65029,"[93, 82, 95, 7, 21]"
65030,"[85, 3, 22, 44, 25]"
65031,"[18, 47, 104, 41, 73]"
65032,"[6, 81, 3, 14, 73]"
65033,"[56, 75, 70, 46, 51]"
65034,"[21, 95, 42, 50, 73]"
65035,"[106, 61, 39, 78, 26]"
65036,"[51, 44, 82, 11, 100]"
65037,"[12, 25, 36, 60, 27]"
65038,"[93, 41, 9, 23, 7]"
65039,"[50, 75, 19, 74, 73]"
65040,"[79, 71, 22, 60, 10]"
65041,"[73, 72, 75, 41, 68]"
65042,"[50, 88, 106, 14, 64]"
65043,"[62, 1, 51, 26, 21]"
65044,"[29, 50, 6, 7, 17]"
65045,"[7, 11, 93, 26, 79]"
65046,"[36, 74, 71, 5, 1]"
65047,"[42, 30, 86, 99, 95]"
65048,"[74, 60, 30, 95, 39]"
65049,"[74, 84, 39, 18, 112]"
65050,"[28, 75, 54, 1, 107]"
65051,"[5, 46, 53, 28, 106]"
65052,"[71, 27, 46, 93, 21]"
65053,"[14, 84, 48, 72, 33]"
65054,"[82, 41, 69, 7, 30]"
65055,"[28, 1, 106, 5, 68]"
65056,"[98, 8, 7, 11, 20]"
65057,"[41, 3, 87, 30, 26]"
65058,"[67, 104, 88, 54, 46]"
65059,"[6, 92, 85, 21, 67]"
65060,"[14, 35, 97, 63, 32]"
65061,"[70, 8, 100, 14, 16]"
65062,"[80, 40, 8, 39, 97]"
65063,"[56, 73, 62, 30, 1]"
65064,"[63, 7, 68, 72, 11]"
65065,"[12, 106, 14, 20, 11]"
65066,"[59, 1, 75, 107, 29]"
65067,"[100, 27, 9, 93, 46]"
65068,"[79, 21, 87, 63, 72]"
65069,"[50, 92, 97, 44, 72]"
65070,"[30, 80, 44, 21, 68]"
65071,"[71, 36, 37, 107, 42]"
65072,"[45, 14, 74, 112, 8]"
65073,"[48, 14, 86, 73, 90]"
65074,"[73, 14, 4, 75, 55]"
65075,"[21, 99, 100, 1, 64]"
65076,"[93, 44, 57, 88, 76]"
65077,"[75, 8, 73, 2, 28]"
65078,"[5, 33, 55, 8, 11]"
65079,"[74, 14, 4, 110, 42]"
65080,"[64, 73, 107, 21, 2]"
65081,"[73, 104, 54, 59, 36]"
65082,"[93, 32, 27, 106, 14]"
65083,"[111, 44, 21, 100, 59]"
65084,"[14, 50, 39, 41, 4]"
65085,"[98, 75, 1, 2, 15]"
65086,"[67, 112, 100, 104, 106]"
65087,"[21, 112, 100, 11, 61]"
65088,"[85, 41, 9, 36, 46]"
65089,"[21, 16, 99, 93, 84]"
65090,"[104, 88, 6, 31, 11]"
65091,"[69, 73, 75, 14, 50]"
65092,"[73, 67, 51, 16, 101]"
65093,"[84, 68, 99, 42, 5]"
65094,"[86, 2, 100, 78, 63]"
65095,"[104, 8, 5, 7, 50]"
65096,"[26, 7, 71, 19, 73]"
65097,"[86, 100, 19, 72, 69]"
65098,"[5, 44, 21, 22, 43]"
65099,"[56, 60, 112, 29, 70]"
65100,"[25, 41, 102, 69, 101]"
65101,"[97, 79, 63, 106, 11]"
65102,"[40, 9, 3, 51, 79]"
65103,"[112, 81, 51, 100, 76]"
65104,"[18, 5, 32, 71, 52]"
65105,"[14, 85, 8, 2, 11]"
65106,"[28, 8, 74, 66, 50]"
65107,"[59, 5, 106, 2, 99]"
65108,"[53, 20, 112, 56, 39]"
65109,"[50, 11, 53, 70, 21]"
65110,"[11, 14, 31, 72, 51]"
65111,"[39, 112, 104, 96, 67]"
65112,"[8, 98, 5, 59, 50]"
65113,"[55, 34, 7, 104, 93]"
65114,"[81, 101, 71, 22, 8]"
65115,"[73, 21, 53, 86, 98]"
65116,"[75, 18, 30, 12, 88]"
65117,"[11, 20, 42, 77, 67]"
65118,"[95, 26, 11, 100, 101]"
65119,"[100, 101, 38, 1, 74]"
65120,"[8, 86, 21, 11, 100]"
65121,"[19, 106, 46, 87, 5]"
65122,"[112, 25, 55, 93, 15]"
65123,"[25, 100, 1, 60, 53]"
65124,"[11, 3, 88, 1, 87]"
65125,"[85, 6, 69, 75, 21]"
65126,"[69, 32, 100, 112, 74]"
65127,"[97, 19, 34, 35, 30]"
65128,"[14, 72, 86, 44, 39]"
65129,"[9, 21, 19, 3, 98]"
65130,"[28, 93, 3, 58, 41]"
65131,"[105, 112, 106, 27, 72]"
65132,"[100, 33, 73, 74, 110]"
65133,"[9, 35, 95, 100, 68]"
65134,"[99, 73, 5, 86, 67]"
65135,"[104, 90, 50, 100, 11]"
65136,"[72, 29, 85, 26, 76]"
65137,"[28, 20, 5, 63, 39]"
65138,"[30, 19, 53, 37, 73]"
65139,"[90, 30, 61, 11, 54]"
65140,"[96, 69, 11, 33, 75]"
65141,"[7, 34, 104, 86, 8]"
65142,"[1, 73, 26, 50, 28]"
65143,"[27, 1, 22, 87, 70]"
65144,"[7, 27, 46, 15, 70]"
65145,"[50, 97, 57, 30, 104]"
65146,"[39, 25, 68, 2, 102]"
65147,"[14, 72, 19, 73, 60]"
65148,"[51, 5, 82, 30, 11]"
65149,"[46, 85, 68, 42, 98]"
65150,"[46, 45, 98, 31, 8]"
65151,"[42, 9, 68, 43, 69]"
65152,"[11, 1, 112, 42, 66]"
65153,"[98, 39, 30, 100, 41]"
65154,"[112, 59, 74, 26, 67]"
65155,"[59, 69, 50, 36, 103]"
65156,"[72, 39, 9, 77, 27]"
65157,"[11, 23, 112, 12, 60]"
65158,"[39, 18, 68, 107, 100]"
65159,"[61, 54, 21, 87, 56]"
65160,"[21, 32, 103, 17, 5]"
65161,"[14, 49, 74, 59, 43]"
65162,"[3, 69, 1, 23, 10]"
65163,"[1, 71, 85, 106, 8]"
65164,"[8, 81, 70, 21, 84]"
65165,"[44, 69, 3, 74, 88]"
65166,"[26, 85, 11, 110, 39]"
65167,"[93, 100, 17, 75, 36]"
65168,"[27, 39, 102, 8, 15]"
65169,"[72, 73, 100, 53, 85]"
65170,"[19, 5, 79, 80, 21]"
65171,"[106, 99, 75, 39, 90]"
65172,"[26, 11, 84, 56, 104]"
65173,"[62, 36, 72, 104, 51]"
65174,"[5, 73, 25, 81, 75]"
65175,"[1, 87, 69, 17, 33]"
65176,"[84, 21, 76, 93, 53]"
65177,"[28, 31, 80, 59, 11]"
65178,"[59, 69, 106, 100, 50]"
65179,"[21, 73, 112, 62, 100]"
65180,"[49, 112, 74, 28, 50]"
65181,"[22, 67, 5, 104, 36]"
65182,"[39, 4, 100, 75, 25]"
65183,"[86, 8, 107, 112, 28]"
65184,"[2, 50, 71, 11, 48]"
65185,"[20, 1, 21, 50, 28]"
65186,"[22, 104, 73, 4, 102]"
65187,"[29, 22, 11, 68, 42]"
65188,"[106, 62, 30, 21, 41]"
65189,"[1, 104, 87, 82, 18]"
65190,"[43, 12, 38, 112, 7]"
65191,"[73, 51, 67, 100, 21]"
65192,"[2, 69, 68, 46, 1]"
65193,"[21, 62, 7, 12, 6]"
65194,"[30, 8, 16, 21, 74]"
65195,"[106, 27, 75, 44, 28]"
65196,"[70, 34, 93, 4, 26]"
65197,"[65, 70, 5, 21, 84]"
65198,"[74, 98, 26, 48, 86]"
65199,"[68, 104, 93, 46, 100]"
65200,"[33, 14, 53, 70, 12]"
65201,"[65, 44, 64, 3, 73]"
65202,"[93, 11, 71, 3, 107]"
65203,"[30, 5, 106, 56, 104]"
65204,"[99, 26, 22, 100, 46]"
65205,"[95, 34, 35, 7, 8]"
65206,"[68, 12, 61, 36, 106]"
65207,"[9, 86, 106, 2, 5]"
65208,"[90, 73, 57, 8, 74]"
65209,"[100, 71, 8, 27, 22]"
65210,"[100, 26, 68, 42, 11]"
65211,"[94, 46, 87, 18, 86]"
65212,"[72, 95, 89, 85, 9]"
65213,"[106, 86, 36, 3, 28]"
65214,"[1, 5, 39, 107, 69]"
65215,"[46, 6, 57, 84, 47]"
65216,"[50, 100, 59, 46, 110]"
65217,"[35, 107, 1, 99, 12]"
65218,"[37, 99, 43, 72, 26]"
65219,"[73, 99, 2, 93, 62]"
65220,"[33, 100, 46, 6, 26]"
65221,"[9, 8, 56, 68, 11]"
65222,"[21, 93, 11, 104, 20]"
65223,"[26, 8, 36, 15, 33]"
65224,"[28, 69, 75, 21, 33]"
65225,"[47, 81, 86, 35, 97]"
65226,"[8, 84, 30, 72, 90]"
65227,"[72, 74, 14, 31, 87]"
65228,"[29, 64, 75, 39, 1]"
65229,"[97, 11, 64, 93, 75]"
65230,"[39, 33, 50, 55, 72]"
65231,"[104, 22, 18, 33, 68]"
65232,"[104, 2, 31, 11, 72]"
65233,"[28, 11, 7, 54, 100]"
65234,"[74, 93, 21, 22, 110]"
65235,"[85, 100, 21, 50, 106]"
65236,"[1, 21, 44, 104, 57]"
65237,"[8, 75, 88, 86, 98]"
65238,"[42, 99, 45, 16, 33]"
65239,"[19, 7, 51, 94, 3]"
65240,"[25, 44, 7, 110, 23]"
65241,"[15, 10, 112, 41, 103]"
65242,"[100, 85, 1, 13, 26]"
65243,"[65, 73, 93, 12, 101]"
65244,"[57, 39, 54, 104, 91]"
65245,"[1, 73, 7, 21, 57]"
65246,"[104, 27, 7, 74, 93]"
65247,"[77, 49, 55, 74, 14]"
65248,"[87, 5, 71, 74, 12]"
65249,"[111, 9, 2, 81, 11]"
65250,"[71, 20, 14, 12, 110]"
65251,"[60, 36, 73, 42, 20]"
65252,"[14, 68, 21, 102, 19]"
65253,"[88, 102, 5, 46, 69]"
65254,"[21, 53, 86, 36, 55]"
65255,"[12, 99, 5, 71, 18]"
65256,"[39, 106, 12, 87, 100]"
65257,"[17, 21, 14, 86, 93]"
65258,"[84, 39, 104, 69, 106]"
65259,"[31, 71, 62, 69, 74]"
65260,"[93, 74, 21, 3, 71]"
65261,"[14, 44, 112, 106, 98]"
65262,"[62, 2, 20, 21, 74]"
65263,"[8, 73, 46, 1, 69]"
65264,"[85, 8, 26, 39, 100]"
65265,"[7, 14, 55, 35, 98]"
65266,"[90, 94, 6, 86, 74]"
65267,"[4, 53, 14, 98, 9]"
65268,"[106, 20, 64, 71, 73]"
65269,"[11, 68, 106, 104, 51]"
65270,"[93, 68, 86, 11, 88]"
65271,"[27, 44, 5, 11, 28]"
65272,"[1, 47, 50, 96, 100]"
65273,"[86, 74, 5, 44, 51]"
65274,"[104, 55, 74, 23, 7]"
65275,"[53, 30, 42, 2, 106]"
65276,"[73, 27, 7, 49, 3]"
65277,"[8, 7, 35, 55, 17]"
65278,"[74, 86, 46, 1, 26]"
65279,"[27, 42, 9, 72, 46]"
65280,"[100, 84, 8, 53, 17]"
65281,"[104, 50, 59, 74, 29]"
65282,"[74, 1, 48, 102, 88]"
65283,"[50, 75, 28, 82, 7]"
65284,"[105, 60, 100, 69, 25]"
65285,"[93, 1, 73, 112, 51]"
65286,"[55, 62, 68, 104, 34]"
65287,"[84, 100, 97, 21, 44]"
65288,"[68, 44, 13, 7, 81]"
65289,"[14, 37, 72, 71, 99]"
65290,"[8, 25, 101, 36, 106]"
65291,"[1, 73, 112, 91, 97]"
65292,"[100, 73, 71, 8, 112]"
65293,"[72, 31, 74, 7, 88]"
65294,"[71, 21, 100, 33, 31]"
65295,"[45, 41, 83, 50, 73]"
65296,"[30, 112, 17, 51, 106]"
65297,"[7, 68, 4, 44, 75]"
65298,"[35, 96, 81, 85, 102]"
65299,"[5, 98, 59, 8, 19]"
65300,"[23, 3, 39, 19, 97]"
65301,"[1, 71, 50, 34, 100]"
65302,"[100, 86, 42, 102, 74]"
65303,"[62, 88, 72, 50, 25]"
65304,"[60, 48, 63, 3, 14]"
65305,"[50, 59, 99, 31, 11]"
65306,"[62, 35, 25, 99, 21]"
65307,"[62, 93, 104, 26, 17]"
65308,"[73, 69, 74, 33, 104]"
65309,"[111, 44, 7, 101, 25]"
65310,"[14, 73, 83, 72, 69]"
65311,"[28, 69, 22, 74, 26]"
65312,"[32, 17, 67, 100, 21]"
65313,"[79, 93, 67, 44, 104]"
65314,"[6, 11, 14, 22, 106]"
65315,"[96, 26, 58, 78, 35]"
65316,"[2, 99, 27, 48, 39]"
65317,"[54, 27, 4, 35, 23]"
65318,"[72, 23, 55, 83, 4]"
65319,"[11, 83, 112, 55, 8]"
65320,"[69, 14, 93, 102, 84]"
65321,"[21, 8, 28, 73, 90]"
65322,"[71, 94, 104, 26, 93]"
65323,"[18, 86, 62, 55, 73]"
65324,"[44, 54, 39, 3, 110]"
65325,"[75, 8, 36, 104, 16]"
65326,"[1, 21, 98, 50, 68]"
65327,"[21, 75, 71, 28, 19]"
65328,"[62, 67, 70, 39, 7]"
65329,"[110, 68, 59, 69, 46]"
65330,"[21, 6, 69, 62, 20]"
65331,"[104, 39, 8, 86, 38]"
65332,"[15, 45, 21, 32, 69]"
65333,"[27, 44, 26, 75, 23]"
65334,"[106, 3, 7, 94, 76]"
65335,"[12, 30, 49, 100, 60]"
65336,"[21, 8, 7, 34, 57]"
65337,"[11, 93, 85, 9, 31]"
65338,"[87, 7, 12, 44, 6]"
65339,"[75, 19, 106, 59, 10]"
65340,"[67, 71, 87, 49, 3]"
65341,"[9, 30, 112, 54, 39]"
65342,"[100, 112, 44, 85, 22]"
65343,"[14, 33, 68, 11, 1]"
65344,"[104, 22, 89, 50, 74]"
65345,"[21, 49, 100, 51, 33]"
65346,"[8, 30, 22, 16, 14]"
65347,"[106, 7, 25, 72, 50]"
65348,"[42, 20, 25, 91, 52]"
65349,"[100, 19, 68, 112, 21]"
65350,"[104, 34, 7, 39, 86]"
65351,"[62, 39, 27, 80, 28]"
65352,"[72, 71, 74, 31, 11]"
65353,"[44, 10, 84, 86, 25]"
65354,"[35, 27, 36, 18, 99]"
65355,"[100, 14, 3, 63, 39]"
65356,"[20, 4, 104, 73, 27]"
65357,"[57, 106, 32, 112, 46]"
65358,"[1, 36, 91, 8, 104]"
65359,"[47, 8, 39, 30, 14]"
65360,"[35, 30, 39, 112, 21]"
65361,"[99, 8, 74, 42, 45]"
65362,"[1, 30, 106, 101, 21]"
65363,"[7, 28, 21, 3, 11]"
65364,"[32, 59, 39, 11, 105]"
65365,"[93, 50, 16, 69, 11]"
65366,"[78, 80, 72, 11, 60]"
65367,"[54, 43, 26, 6, 98]"
65368,"[22, 42, 11, 75, 5]"
65369,"[73, 47, 5, 69, 71]"
65370,"[47, 11, 44, 62, 14]"
65371,"[22, 40, 104, 9, 73]"
65372,"[64, 95, 73, 8, 1]"
65373,"[30, 44, 97, 64, 2]"
65374,"[41, 4, 100, 59, 104]"
65375,"[70, 10, 74, 25, 60]"
65376,"[93, 45, 28, 72, 46]"
65377,"[68, 78, 21, 64, 1]"
65378,"[20, 25, 11, 9, 12]"
65379,"[68, 59, 14, 74, 104]"
65380,"[7, 21, 1, 93, 104]"
65381,"[72, 101, 106, 16, 52]"
